Tier;Category;variable;unit;Definition;piam_variable;piam_unit;piam_factor;Comment;idx;internal_comment;source
2;carbon management;Carbon Management|Carbon Capture|Biomass|Energy|Supply;Mt CO2/yr;total carbon dioxide emissions captured from bioenergy use;Carbon Management|Carbon Capture|+|Biomass|Pe2Se;Mt CO2/yr;1;;0;;R
2;carbon management;Carbon Management|Carbon Capture|Biomass|Energy|Supply|Electricity;Mt CO2/yr;total carbon dioxide emissions captured from bioenergy use in electricity production (part of IPCC category 1A1a);Carbon Management|Carbon Capture|Biomass|Pe2Se|+|Electricity w/ couple prod;Mt CO2/yr;1;;0;;R
2;carbon management;Carbon Management|Carbon Capture|Biomass|Energy|Supply|Gases;Mt CO2/yr;total carbon dioxide emissions captured from bioenergy use in gaseous fuel production, excl. hydrogen (part of IPCC category 1A);Carbon Management|Carbon Capture|Biomass|Pe2Se|+|Gases w/ couple prod;Mt CO2/yr;1;;0;;R
2;carbon management;Carbon Management|Carbon Capture|Biomass|Energy|Supply|Hydrogen;Mt CO2/yr;total carbon dioxide emissions captured from bioenergy use in hydrogen production (part of IPCC category 1A);Carbon Management|Carbon Capture|Biomass|Pe2Se|+|Hydrogen w/ couple prod;Mt CO2/yr;1;;0;;R
2;carbon management;Carbon Management|Carbon Capture|Biomass|Energy|Supply|Liquids;Mt CO2/yr;total carbon dioxide emissions captured from bioenergy use in liquid fuel production (part of IPCC category 1A);Carbon Management|Carbon Capture|Biomass|Pe2Se|+|Liquids w/ couple prod;Mt CO2/yr;1;;0;;R
2;carbon management;Carbon Management|Carbon Capture|Biomass|Energy|Supply|Other;Mt CO2/yr;total carbon dioxide emissions captured from bioenergy use in other energy supply (part of IPCC category 1A);Carbon Management|Carbon Capture|Biomass|Pe2Se|+|Heat w/ couple prod;Mt CO2/yr;1;;0;;R
2;carbon management;Carbon Management|Carbon Capture|Fossil|Energy|Supply;Mt CO2/yr;total carbon dioxide emissions captured from fossil fuel use in energy supply (IPCC category 1A);Carbon Management|Carbon Capture|+|Fossil|Pe2Se;Mt CO2/yr;1;;0;;R
2;carbon management;Carbon Management|Carbon Capture|Fossil|Energy|Supply|Electricity;Mt CO2/yr;total carbon dioxide emissions captured from fossil fuel use in electricity production (part of IPCC category 1A1a);Carbon Management|Carbon Capture|Fossil|Pe2Se|+|Electricity w/ couple prod;Mt CO2/yr;1;;0;;R
2;carbon management;Carbon Management|Carbon Capture|Fossil|Energy|Supply|Gases;Mt CO2/yr;total carbon dioxide emissions captured from fossil fuel use in gaseous fuel production, excl. hydrogen (part of IPCC category 1A);Carbon Management|Carbon Capture|Fossil|Pe2Se|+|Gases w/ couple prod;Mt CO2/yr;1;;0;;R
2;carbon management;Carbon Management|Carbon Capture|Fossil|Energy|Supply|Hydrogen;Mt CO2/yr;total carbon dioxide emissions captured from fossil fuel use in hydrogen production (part of IPCC category 1A);Carbon Management|Carbon Capture|Fossil|Pe2Se|+|Hydrogen w/ couple prod;Mt CO2/yr;1;;0;;R
2;carbon management;Carbon Management|Carbon Capture|Fossil|Energy|Supply|Liquids;Mt CO2/yr;total carbon dioxide emissions captured from fossil fuel use in liquid fuel production (part of IPCC category 1A);Carbon Management|Carbon Capture|Fossil|Pe2Se|+|Liquids w/ couple prod;Mt CO2/yr;1;;0;;R
2;carbon management;Carbon Management|Carbon Capture|Fossil|Energy|Supply|Other;Mt CO2/yr;total carbon dioxide emissions captured from fossil fuel use in other energy supply (part of IPCC category 1A);Carbon Management|Carbon Capture|Fossil|Pe2Se|+|Heat w/ couple prod;Mt CO2/yr;1;;0;;R
2;carbon management;Carbon Management|Carbon Capture and Usage;Mt CO2/yr;total carbon dioxide captured and used (e.g. as feedstock in industry or for synthetic fuels);Carbon Management|Usage;Mt CO2/yr;1;;0;;R
2;carbon management;Carbon Management|Carbon Capture and Usage|Synthetic Liquids;Mt CO2/yr;total carbon dioxide captured and used in synthetic liquids (e.g. as feedstock in industry or for synthetic fuels);Carbon Management|Usage|+|Synthetic Liquids;Mt CO2/yr;1;;0;;R
2;carbon management;Carbon Management|Carbon Capture and Usage|Synthetic Gases;Mt CO2/yr;total carbon dioxide captured and used in synthetic gases (e.g. as feedstock in industry or for synthetic fuels);Carbon Management|Usage|+|Synthetic Gases;Mt CO2/yr;1;;0;;R
2;carbon management;Carbon Management|Carbon Capture and Usage|Other;Mt CO2/yr;total carbon dioxide captured and used in other products (e.g. construction materials);;;;;0;;
2;carbon management;Carbon Management|Carbon Capture and Usage|Short-term;Mt CO2/yr;total carbon dioxide captured and used in short-term products (e.g. synthetic fuels that are combusted within a few years after production);;;;;0;;
2;carbon management;Carbon Management|Carbon Capture and Usage|Long-term (cycle);Mt CO2/yr;total carbon dioxide captured and used in long-term products (e.g. materials or feedstocks that lock carbon in or cycle it in the economy);;;;;0;;
1;carbon management;Carbon Management|Carbon Capture and Storage;Mt CO2/yr;total carbon dioxide captured and stored in geological deposits (e.g. in depleted oil and gas fields, unmined coal seams, saline aquifers) and the deep ocean, stored amounts should be reported as positive numbers;Carbon Management|Storage;Mt CO2/yr;1;;0;;R
2;carbon management;Carbon Management|Carbon Capture and Storage|Industrial Processes;Mt CO2/yr;total carbon dioxide emissions from industrial processes as listed in IPCC categories 2A, B, C, E captured and stored underground;Carbon Management|Storage|+|Industry Process;Mt CO2/yr;1;;0;;R
2;carbon management;Carbon Management|Carbon Capture and Storage|Industry;Mt CO2/yr;total carbon dioxide emissions from industry captured and stored underground;Carbon Management|Storage|+|Industry Energy;Mt CO2/yr;1;;0;;R
2;carbon management;Carbon Management|Carbon Capture and Storage|Industry;Mt CO2/yr;total carbon dioxide emissions from industry captured and stored underground;Carbon Management|Storage|+|Industry Process;Mt CO2/yr;1;;0;;R
3;carbon management;Carbon Management|Carbon Capture and Storage|Industry|Biomass;Mt CO2/yr;total carbon dioxide emissions from biomass captured in industry sector and stored underground;Carbon Management|Storage|Industry Energy|+|Biomass;Mt CO2/yr;1;;0;;R
3;carbon management;Carbon Management|Carbon Capture and Storage|Industry|Fossil;Mt CO2/yr;total carbon dioxide emissions from fossils (incl. minerals) captured in industry sector and stored underground;Carbon Management|Storage|Industry Energy|+|Fossil;Mt CO2/yr;1;;0;;R
3;carbon management;Carbon Management|Carbon Capture and Storage|Industry|Fossil;Mt CO2/yr;total carbon dioxide emissions from fossils (incl. minerals) captured in industry sector and stored underground;Carbon Management|Storage|+|Industry Process;Mt CO2/yr;1;;0;;R
2;carbon management;Carbon Management|Carbon Capture and Storage|Biomass;Mt CO2/yr;total carbon dioxide from biomass captured and stored underground;Carbon Management|Storage|+|Biomass|Pe2Se;Mt CO2/yr;1;;0;;R
2;carbon management;Carbon Management|Carbon Capture and Storage|Biomass;Mt CO2/yr;total carbon dioxide from biomass captured and stored underground;Carbon Management|Storage|Industry Energy|+|Biomass;Mt CO2/yr;1;;0;;R
3;carbon management;Carbon Management|Carbon Capture and Storage|Biomass|Energy|Supply;Mt CO2/yr;total carbon dioxide emissions captured from bioenergy use and stored underground;Carbon Management|Storage|+|Biomass|Pe2Se;Mt CO2/yr;1;;0;;R
2;carbon management;Carbon Management|Carbon Capture and Storage|Fossil;Mt CO2/yr;total carbon dioxide from fossil sources captured and stored underground;Carbon Management|Storage|+|Fossil|Pe2Se;Mt CO2/yr;1;;0;;R
2;carbon management;Carbon Management|Carbon Capture and Storage|Fossil;Mt CO2/yr;total carbon dioxide from fossil sources captured and stored underground;Carbon Management|Storage|Industry Energy|+|Fossil;Mt CO2/yr;1;;0;;R
2;carbon management;Carbon Management|Carbon Capture and Storage|Fossil;Mt CO2/yr;total carbon dioxide from fossil sources captured and stored underground;Carbon Management|Storage|+|Industry Process;Mt CO2/yr;1;;0;;R
3;carbon management;Carbon Management|Carbon Capture and Storage|Fossil|Energy|Supply;Mt CO2/yr;total carbon dioxide emissions captured from fossil fuel use in energy supply (IPCC category 1A) and stored underground;Carbon Management|Storage|+|Fossil|Pe2Se;Mt CO2/yr;1;;0;;R
2;carbon management;Carbon Management|Carbon Capture and Storage|DACCS;Mt CO2/yr;total carbon dioxide from direct air capture stored underground;Carbon Management|Storage|+|DAC;Mt CO2/yr;1;;0;;R
2;carbon management;Carbon Management|Carbon Capture and Storage|Industry|Efuel;Mt CO2/yr;total carbon dioxide emissions from Efuels captured in industry sector and stored underground;;;;;0;;
2;carbon management;Carbon Sequestration;Mt CO2/yr;total carbon dioxide sequestered, stored amounts should be reported as positive numbers;Emi|CO2|CDR;Mt CO2/yr;-1;;0;;R
2;carbon management;Carbon Sequestration|BECCS;Mt CO2/yr;total carbon dioxide sequestered through bioenergy with CCS, i.e. the share of stored carbon dioxide emissions captured from bioenergy use. , stored amounts should be reported as positive numbers;Emi|CO2|CDR|BECCS;Mt CO2/yr;-1;;0;;R
2;carbon management;Carbon Sequestration|DACCS;Mt CO2/yr;total carbon dioxide sequestered through direct air capture with CCS, i.e. the share of stored carbon dioxide emissions captured through direct air capture, stored amounts should be reported as positive numbers;Emi|CO2|CDR|DACCS;Mt CO2/yr;-1;;0;;R
2;carbon management;Carbon Sequestration|Enhanced Weathering;Mt CO2/yr;total carbon dioxide sequestered through enhanced weathering, stored amounts should be reported as positive numbers;Emi|CO2|CDR|EW;Mt CO2/yr;-1;;0;;R
2;carbon management;Carbon Sequestration|Land Use;Mt CO2/yr;total carbon dioxide sequestered through land-based sinks (e.g., afforestation, soil carbon enhancement, biochar), stored amounts should be reported as positive numbers;Emi|CO2|CDR|Land-Use Change;Mt CO2/yr;-1;;0;;R
2;carbon management;Carbon Sequestration|Land Use|Afforestation;Mt CO2/yr;total carbon dioxide sequestered through afforestation, stored amounts should be reported as positive numbers;;;;;0;;
2;carbon management;Carbon Sequestration|Land Use|Biochar;Mt CO2/yr;total carbon dioxide sequestered through biochar, stored amounts should be reported as positive numbers;;;;;0;;
2;carbon management;Carbon Sequestration|Land Use|Soil Carbon Management;Mt CO2/yr;total carbon dioxide sequestered through soil carbon management techniques, stored amounts should be reported as positive numbers;;;;;0;;
2;carbon management;Carbon Sequestration|Other;Mt CO2/yr;total carbon dioxide sequestered through other techniques (please provide a definition of other sources in this category in the 'comments' tab), stored amounts should be reported as positive numbers;;;;;0;;
2;emissions (air pollutants);Emissions|BC;Mt BC/yr;total emissions of black carbon;Emi|BC;Mt BC/yr;1;;0;;R
1;emissions (GHGs);Emissions|CH4;Mt CH4/yr;total CH4 emissions;Emi|CH4;Mt CH4/yr;1;;0;;R
3;emissions (GHGs);Emissions|CH4|Industrial Processes;Mt CH4/yr;CH4 emissions from industrial processes;;;;;0;;
2;emissions (air pollutants);Emissions|CO;Mt CO/yr;total CO emissions;Emi|CO;Mt CO/yr;1;;0;;R
2;emissions (GHGs);Emissions|F-Gases;Mt CO2-equiv/yr;total F-gas emissions, including sulfur hexafluoride (SF6), hydrofluorocarbons (HFCs), perfluorocarbons (PFCs) (preferably use 100-year GWPs from AR4 for aggregation of different F-gases in case other GWPs have been used, please document this on the 'comments' tab);Emi|GHG|+|F-Gases;Mt CO2eq/yr;1;;0;;R
2;emissions (GHGs);Emissions|Kyoto Gases;Mt CO2-equiv/yr;total Kyoto GHG emissions, including CO2, CH4, N2O and F-gases (preferably use 100-year GWPs from AR4 for aggregation of different gases in case other GWPs have been used, please document this on the 'comments' tab);Emi|GHG|w/o Non-energy Use|LULUCF national accounting;Mt CO2eq/yr;1;;0;;R
2;emissions (GHGs);Emissions|Kyoto Gases|AFOLU;Mt CO2-equiv/yr;Kyoto GHG emissions from agriculture, forestry and other land use (IPCC category 3 and 4), including CO2, CH4, N2O and F-gases (preferably use 100-year GWPs from AR4 for aggregation of different gases in case other GWPs have been used, please document this on the 'comments' tab);Emi|GHG|AFOLU;Mt CO2eq/yr;1;;0;;R
2;emissions (GHGs);Emissions|Kyoto Gases|Energy;Mt CO2-equiv/yr;Kyoto GHG emissions from energy use on supply and demand side, including fugitive emissions from fuels (IPCC category 1A, 1B), including CO2, CH4, N2O and F-gases (preferably use 100-year GWPs from AR4 for aggregation of different gases in case other GWPs have been used, please document this on the 'comments' tab);Emi|GHG|w/o Non-energy Use|Energy;Mt CO2eq/yr;1;;0;;R
2;emissions (GHGs);Emissions|Kyoto Gases|Industry;Mt CO2-equiv/yr;Kyoto GHG emissions from fuel combustion in industry, and Kyoto GHG emissions from industrial processes (IPCC categories 2A, B, C, E), including CO2, CH4, N2O and F-gases (preferably use 100-year GWPs from AR4 for aggregation of different gases, net of bioenergy with CCS (BECCS) in case other GWPs have been used, please document this on the 'comments' tab);Emi|GHG|w/o Non-energy Use|Industry;Mt CO2eq/yr;1;;0;;R
2;emissions (GHGs);Emissions|Kyoto Gases|Industrial Processes;Mt CO2-equiv/yr;Kyoto GHG emissions from industrial processes (IPCC categories 2A, B, C, E), including CO2, CH4, N2O and F-gases (preferably use 100-year GWPs from AR4 for aggregation of different gases in case other GWPs have been used, please document this on the 'comments' tab);Emi|GHG|+++|Industrial Processes;Mt CO2eq/yr;1;;0;;R
2;emissions (GHGs);Emissions|Kyoto Gases|Other;Mt CO2-equiv/yr;Kyoto GHG emissions from other sources (please provide a definition of other sources in this category in the 'comments' tab), including CO2, CH4, N2O and F-gases (preferably use 100-year GWPs from AR4 for aggregation of different gases in case other GWPs have been used, please document this on the 'comments' tab);Emi|GHG|+|F-Gases;Mt CO2eq/yr;1;;0;;R
2;emissions (GHGs);Emissions|Kyoto Gases|ETS;Mt CO2-equiv/yr;The Emissions Trading System part of Kyoto GHG emissions;Emi|GHG|w/o Non-energy Use|ETS;Mt CO2eq/yr;1;;0;;R
2;emissions (GHGs);Emissions|Kyoto Gases|ESR;Mt CO2-equiv/yr;The Effort Sharing Regulation part of Kyoto GHG emissions;Emi|GHG|++|ESR;Mt CO2eq/yr;1;;0;;R
2;emissions (GHGs);Emissions|Kyoto Gases|Industry|ETS;Mt CO2-equiv/yr;The Emissions Trading System part of Kyoto GHG emissions from fuel combustion in industry, and Kyoto GHG emissions from industrial processes (IPCC categories 2A, B, C, E), including CO2, CH4, N2O and F-gases (preferably use 100-year GWPs from AR4 for aggregation of different gases, net of bioenergy with CCS (BECCS);Emi|GHG|w/o Non-energy Use|ETS|Industry;Mt CO2eq/yr;1;;0;;R
2;emissions (GHGs);Emissions|Kyoto Gases|Industry|ESR;Mt CO2-equiv/yr;The Effort Sharing Regulation part of Kyoto GHG emissions from fuel combustion in industry, and Kyoto GHG emissions from industrial processes (IPCC categories 2A, B, C, E), including CO2, CH4, N2O and F-gases (preferably use 100-year GWPs from AR4 for aggregation of different gases, net of bioenergy with CCS (BECCS);Emi|GHG|ESR|+|Industry;Mt CO2eq/yr;1;;0;;R
2;emissions (GHGs);Emissions|Kyoto Gases|Industrial Processes|ESR;Mt CO2-equiv/yr;The Effort Sharing Regulation part of Kyoto GHG emissions from industrial processes (IPCC categories 2A, B, C, E), including CO2, CH4, N2O and F-gases (preferably use 100-year GWPs from AR4 for aggregation of different gases, net of bioenergy with CCS (BECCS);;;;;0;;
2;emissions (GHGs);Emissions|Kyoto Gases|Industrial Processes|ETS;Mt CO2-equiv/yr;The Emissions Trading System part of Kyoto GHG emissions from industrial processes (IPCC categories 2A, B, C, E), including CO2, CH4, N2O and F-gases (preferably use 100-year GWPs from AR4 for aggregation of different gases, net of bioenergy with CCS (BECCS);;;;;0;;
2;emissions (GHGs);Emissions|Kyoto Gases|Agriculture|ESR;Mt CO2-equiv/yr;The Effort Sharing Regulation part of Kyoto GHG emissions from agriculture (IPCC category 3);Emi|GHG|ESR|+|Agriculture;Mt CO2eq/yr;1;;0;;R
2;emissions (GHGs);Emissions|Kyoto Gases|Waste|ESR;Mt CO2-equiv/yr;The Effort Sharing Regulation part of Kyoto GHG emissions from the waste sector (IPCC category 5);Emi|GHG|ESR|+|Waste;Mt CO2eq/yr;1;;0;;R
2;emissions (GHGs);Emissions|Kyoto Gases|Demand|Transport|ESR;Mt CO2-equiv/yr;The Effort Sharing Regulation part of Kyoto GHG emissions from transportation sector (IPCC category 1A3), excluding pipeline emissions (IPCC category 1A3ei);Emi|GHG|ESR|+|Transport;Mt CO2eq/yr;1;;0;;R
