idx;tier;category;variable;unit;piam_variable;piam_unit;piam_factor;internal_comment;comment;description;source
86;2;carbon management;Carbon Capture|Storage|Other;Mt CO2/yr;Carbon Management|Storage|+|Waste|Plastics Incineration;Mt CO2/yr;;;;total carbon dioxide captured and stored in geological deposits (e.g. in depleted oil and gas fields, unmined coal seams, saline aquifers) and the deep ocean, stored amounts should be reported as positive numbers through other techniques (please provide a definition of other sources in this category in the 'comments' tab);R
87;2;carbon management;Carbon Capture|Usage;Mt CO2/yr;Carbon Management|Usage;Mt CO2/yr;;;;total carbon dioxide captured and used;R
88;2;carbon management;Carbon Capture|Usage|Materials|Long-lived;Mt CO2/yr;;Mt CO2/yr;;;;total carbon dioxide captured and used in long-lived materials (e.g. carbon fibers);
89;2;carbon management;Carbon Capture|Usage|Materials|Short-lived;Mt CO2/yr;;Mt CO2/yr;;;;total carbon dioxide captured and used in short-lived materials (e.g. plastics);
90;2;carbon management;Carbon Capture|Usage|Liquids;Mt CO2/yr;Carbon Management|Usage|+|Synthetic Liquids;Mt CO2/yr;;;;total carbon dioxide captured and used in synthetic liquids (e.g. as feedstock in industry or for synthetic fuels);R
91;2;carbon management;Carbon Capture|Usage|Gases;Mt CO2/yr;Carbon Management|Usage|+|Synthetic Gases;Mt CO2/yr;;;;total carbon dioxide captured and used in synthetic gases (e.g. as feedstock in industry or for synthetic fuels);R
92;2;carbon management;Carbon Capture|Usage|Other;Mt CO2/yr;;Mt CO2/yr;;;;total carbon dioxide captured and used in other short-lived products;
93;2;carbon management;Carbon Removal;Mt CO2/yr;Emi|CO2|CDR;Mt CO2/yr;-1;;;total carbon dioxide sequestered;R
94;2;carbon management;Carbon Removal|Geological Storage;Mt CO2/yr;Emi|CO2|CDR|BECCS;Mt CO2/yr;-1;;;total non-fossil carbon dioxide sequestered through geological storage, i.e. BECCS + DACCS;R
94;2;carbon management;Carbon Removal|Geological Storage;Mt CO2/yr;Emi|CO2|CDR|DACCS;Mt CO2/yr;-1;;;total non-fossil carbon dioxide sequestered through geological storage, i.e. BECCS + DACCS;R
94;2;carbon management;Carbon Removal|Geological Storage;Mt CO2/yr;Emi|CO2|CDR|Synthetic Fuels CCS;Mt CO2/yr;-1;;;total non-fossil carbon dioxide sequestered through geological storage, i.e. BECCS + DACCS;R
95;2;carbon management;Carbon Removal|Enhanced Weathering;Mt CO2/yr;Emi|CO2|CDR|EW;Mt CO2/yr;-1;;;total carbon dioxide sequestered through enhanced weathering;R
96;1;carbon management;Carbon Removal|Land Use;Mt CO2/yr;Emi|CO2|CDR|Land-Use Change;Mt CO2/yr;-1;;;total carbon dioxide sequestered through land-based sinks (e.g., afforestation, soil carbon enhancement, biochar);R
97;2;carbon management;Carbon Removal|Land Use|Afforestation;Mt CO2/yr;;;;;;total carbon dioxide sequestered through afforestation;
98;2;carbon management;Carbon Removal|Land Use|Biochar;Mt CO2/yr;;;;;;total carbon dioxide sequestered through biochar;
99;2;carbon management;Carbon Removal|Land Use|Soil Carbon Management;Mt CO2/yr;;;;;;total carbon dioxide sequestered through soil carbon management techniques;
100;2;carbon management;Carbon Removal|Land Use|Agroforestry;Mt CO2/yr;;;;;;total carbon dioxide sequestered through agroforestry;
101;2;carbon management;Carbon Removal|Land Use|Other;Mt CO2/yr;;;;;;total carbon dioxide sequestered through other land use methods (please provide a definition of other sources in this category in the 'comments' tab);
102;2;carbon management;Carbon Removal|Ocean;Mt CO2/yr;;;;;;total carbon dioxide sequestered through ocean sinks;
103;2;carbon management;Carbon Removal|Ocean|Alkalinization;Mt CO2/yr;;;;;;total carbon dioxide sequestered through ocean alkalinization;
104;2;carbon management;Carbon Removal|Ocean|Other;Mt CO2/yr;;;;;;total carbon dioxide sequestered through other ocean methods (please provide a definition of other sources in this category in the 'comments' tab);
105;2;carbon management;Carbon Removal|Materials;Mt CO2/yr;Emi|CO2|CDR|Materials;Mt CO2/yr;-1;;;total non-fossil carbon dioxide sequestered through long-lived materials;R
106;2;carbon management;Carbon Removal|Materials|Timber;Mt CO2/yr;;;;;;total non-fossil carbon dioxide sequestered through long-lived wood products;
107;2;carbon management;Carbon Removal|Materials|Plastics;Mt CO2/yr;Emi|CO2|CDR|Materials|+|Plastics;Mt CO2/yr;-1;;;total non-fossil carbon dioxide sequestered through both short- and long-lived plastic products. Emissions from incineration of plastic should be reported under Emissions|CO2|Waste|Biomass;R
108;2;carbon management;Carbon Removal|Materials|Other;Mt CO2/yr;Emi|CO2|CDR|Materials|+|Non-Plastics;Mt CO2/yr;-1;;;total non-fossil carbon dioxide sequestered through other long-lived materials;R
109;2;carbon management;Carbon Removal|Other;Mt CO2/yr;;;;;;total non-fossil carbon dioxide sequestered through other techniques (please provide a definition of other sources in this category in the 'comments' tab);
110;1;climate;Forcing;W/m2;Forcing;W/m2;;;;radiative forcing from all greenhouse gases and forcing agents, including contributions from albedo change, nitrate, and mineral dust;C
111;1;climate;Temperature|Global Mean;°C;MAGICC7 AR6|Surface Temperature (GSAT)|50.0th Percentile;K;;;;change in global mean temperature relative to pre-industrial;C
112;2;climate;Concentration|CH4;ppb;MAGICC7 AR6|Atmospheric Concentrations|CH4|50.0th Percentile;ppb;;;;atmospheric concentration of methane;C
113;2;climate;Concentration|CO2;ppm;MAGICC7 AR6|Atmospheric Concentrations|CO2|50.0th Percentile;ppm;;;;atmospheric concentration of carbon dioxide;C
114;2;climate;Concentration|N2O;ppb;MAGICC7 AR6|Atmospheric Concentrations|N2O|50.0th Percentile;ppb;;;;atmospheric concentration of nitrous oxide;C
115;2;climate;Forcing|Aerosol;W/m2;Forcing|Aerosol;W/m2;;;;total radiative forcing from aerosols;C
116;2;climate;Forcing|Aerosol|BC;W/m2;Forcing|Aerosol|BC;W/m2;;;;total radiative forcing from black carbon;C
117;2;climate;Forcing|Aerosol|Black and Organic Carbon;W/m2;;;;;;total radiative forcing from black and organic carbon;
118;2;climate;Forcing|Aerosol|Cloud Indirect;W/m2;Forcing|Aerosol|Cloud Indirect;W/m2;;;;total radiative forcing from indirect effects of aerosols on clouds;C
119;2;climate;Forcing|Aerosol|OC;W/m2;Forcing|Aerosol|OC;W/m2;;;;total radiative forcing from organic carbon;C
120;2;climate;Forcing|Aerosol|Other;W/m2;Forcing|Aerosol|Other;W/m2;;;;total radiative forcing from aerosols not covered in the other categories (including aerosols from biomass burning);C
121;2;climate;Forcing|Aerosol|Sulfate Direct;W/m2;Forcing|Aerosol|Sulfate Direct;W/m2;;;;total radiative forcing from direct sufate effects;C
122;2;climate;Forcing|Albedo Change and Mineral Dust;W/m2;Forcing|Albedo Change and Mineral Dust;W/m2;;;;total radiative forcing from albedo change and mineral dust;C
123;2;climate;Forcing|CH4;W/m2;Forcing|CH4;W/m2;;;;total radiative forcing from CH4;C
124;2;climate;Forcing|CO2;W/m2;Forcing|CO2;W/m2;;;;total radiative forcing from CO2;C
125;2;climate;Forcing|F-Gases;W/m2;Forcing|F-Gases;W/m2;;;;total radiative forcing from F-gases;C
126;2;climate;Forcing|Kyoto Gases;W/m2;Forcing|Kyoto Gases;W/m2;;;;radiative forcing of the six Kyoto gases (CO2, CH4, N2O, SF6, HFCs, PFCs);C
127;2;climate;Forcing|Montreal Gases;W/m2;Forcing|Montreal Gases;W/m2;;;;total radiative forcing from Montreal gases;C
128;2;climate;Forcing|N2O;W/m2;Forcing|N2O;W/m2;;;;total radiative forcing from N2O;C
129;2;climate;Forcing|Other;W/m2;Forcing|Other;W/m2;;;;total radiative forcing from factors not covered in other categories (including stratospheric ozone and stratospheric water vapor);C
130;2;climate;Forcing|Tropospheric Ozone;W/m2;Forcing|Tropospheric Ozone;W/m2;;;;total radiative forcing from tropospheric ozone;C
131;1;demography;Population;million;Population;million;;;;Total population;R
132;2;demography;Population|Rural;million;;;;;;Total population living in rural areas;
133;2;demography;Population|Urban;million;Population|Urban;million;;;;Total population living in urban areas;S
134;2;demography;Population|Working Age;million;;;;;;Total working age population (age 15-65 years);
135;1;economy;Consumption;billion US$2010/yr;Consumption;billion US$2017/yr;0.9096;;;total consumption of all goods, by all consumers in a region;R
136;1;economy;GDP|MER;billion US$2010/yr;GDP|MER;billion US$2017/yr;0.9096;;;GDP at market exchange rate;R
137;1;economy;GDP|PPP;billion US$2010/yr;GDP|PPP;billion US$2017/yr;0.9096;;;GDP converted to International $ using purchasing power parity (PPP);R
138;1;economy;Value Added|Agriculture;billion US$2010/yr;;;;;;value added of the agricultural sector;
139;1;economy;Value Added|Commercial;billion US$2010/yr;;;;;;value added of the commercial sector;
140;1;economy;Value Added|Industry;billion US$2010/yr;;;;;;value added of the industry sector;
141;1;economy;Capital Formation;billion US$2010/yr;Investments;billion US$2017/yr;0.9096;;;net additions to the physical capital stock;R
142;1;economy;Expenditure|Government;billion US$2010/yr;;;;;;total government expenditure;
143;1;economy;Expenditure|Household;billion US$2010/yr;;;;;;Total household expenditure;
144;1;economy;Export;billion US$2010/yr;;;;;;total exports measured in monetary quantities.;
145;1;economy;Import;billion US$2010/yr;;;;;;total imports measured in monetary quantities.;
146;2;economy;Capital Stock;billion US$2010/yr;;;;;;Macroeconomic capital stock;
147;2;economy;Interest Rate|Real;%;Interest Rate t/(t-1)|Real;unitless;100;;;Real interest rate or return on capital that is relevant for energy system investments;R
148;2;economy;Value Added|Industry|Chemicals;billion US$2010/yr;Value Added|Industry|Chemicals;billion US$2017/yr;0.9096;;;value added of the chemical industries.;R
149;2;economy;Value Added|Industry|Iron and Steel;billion US$2010/yr;;;;;;value added of iron and steel production;
150;2;economy;Value Added|Industry|Non-Metallic Minerals;billion US$2010/yr;;;;;;value added of non-metallic minerals industries;
151;3;economy;Value Added|Industry|Pulp and Paper;billion US$2010/yr;;;;;;value added of the pulp and paper sector;
152;3;economy;Value Added|Industry|Non-Ferrous metals;billion US$2010/yr;;;;;;value added of the non-ferrous metals sector;
153;3;economy;Value Added|Industry|Other Sector;billion US$2010/yr;Value Added|Industry|Other Industry;billion US$2017/yr;0.9096;Other industry in REMIND includes also pulp & paper and non-ferrous metals;;value added of all other industry sectors;R
154;1 (at least one policy cost metric should be provided);policy;Policy Cost|Welfare Change;billion US$2010/yr;;;;;;welfare loss measured as change in balanced growth equivalents;
155;1;emissions (CO2);Emissions|CO2;Mt CO2/yr;Emi|CO2|w/ Bunkers;Mt CO2/yr;;;;total CO2 emissions;R
156;1;emissions (CO2);Emissions|CO2 (w/o bunkers);Mt CO2/yr;Emi|CO2|w/ Bunkers;Mt CO2/yr;;;;total CO2 emissions excluding emissions from international bunkers (IPCC category 1A3ai and 1A3di);R
156;1;emissions (CO2);Emissions|CO2 (w/o bunkers);Mt CO2/yr;Emi|CO2|Energy|Demand|Transport|International Bunkers;Mt CO2/yr;-1;;;total CO2 emissions excluding emissions from international bunkers (IPCC category 1A3ai and 1A3di);R
157;1;emissions (CO2);Gross Emissions|CO2;Mt CO2/yr;Emi|CO2|w/ Bunkers|Gross;Mt CO2/yr;;;;Gross CO2 emissions, not accounting for negative emissions e.g. from BECCS or AFOLU;R
158;1;emissions (CO2);Emissions|CO2|AFOLU;Mt CO2/yr;Emi|CO2|+|Land-Use Change;Mt CO2/yr;;;;CO2 emissions from agriculture, forestry and other land use (IPCC category 3), exlcuding energy-related emissions from these sectors;R
159;1;emissions (CO2);Emissions|CO2|AFOLU|Agriculture;Mt CO2/yr;;;;;;CO2 emissions from agriculture;
160;1;emissions (CO2);Emissions|CO2|AFOLU|Land;Mt CO2/yr;Emi|CO2|+|Land-Use Change;Mt CO2/yr;;;;net CO2 emissions from Land Use, Land-Use Change and Forestry (LULUCF);R
161;1;emissions (CO2);Emissions|CO2|AFOLU|Land|Positive;Mt CO2/yr;;;;;;positive CO2 emissions from Land Use, Land-Use Change and Forestry (LULUCF), e.g. from deforestation;
162;1;emissions (CO2);Emissions|CO2|AFOLU|Land|Negative;Mt CO2/yr;Emissions|CO2|Land|Land-use Change|+|Regrowth;Mt CO2/yr;;;;negative CO2 emissions from Land Use, Land-Use Change and Forestry (LULUCF), e.g. from afforestation;M
163;1;emissions (CO2);Emissions|CO2|AFOLU|Land|Wetlands;Mt CO2/yr;Emissions|CO2|Land|Land-use Change|+|Peatland;Mt CO2/yr;;;;CO2 emissions from managed peatlands (drained and rewetted);M
164;1;emissions (CO2);Emissions|CO2|Industrial Processes;Mt CO2/yr;Emi|CO2|+|Industrial Processes;Mt CO2/yr;;;;CO2 emissions from industrial processes (IPCC categories 2A, B, C, E);R
165;1;emissions (CO2);Gross Emissions|CO2|Industrial Processes;Mt CO2/yr;Emi|CO2|+|Industrial Processes;Mt CO2/yr;;;;Gross CO2 emissions from industrial processes (IPCC categories 2A, B, C, E), not accounting for negative emissions from BECCS;R
166;2;emissions (CO2);Emissions|CO2|Industrial Processes|Iron and Steel;Mt CO2/yr;;;;;;CO2 emissions from industrial processes from iron & steel;
167;2;emissions (CO2);Emissions|CO2|Industrial Processes|Non-Metallic Minerals;Mt CO2/yr;Emi|CO2|Industrial Processes|Industry|Cement;Mt CO2/yr;;;;CO2 emissions from industrial processes from non-metallic minerals;R
168;2;emissions (CO2);Emissions|CO2|Industrial Processes|Non-Metallic Minerals|Cement;Mt CO2/yr;Emi|CO2|Industrial Processes|Industry|Cement;Mt CO2/yr;;;;CO2 emissions from industrial processes from cement;R
169;2;emissions (CO2);Emissions|CO2|Industrial Processes|Non-Ferrous Metals;Mt CO2/yr;;;;;;CO2 emissions from industrial processes from non-ferrous minerals;
170;2;emissions (CO2);Emissions|CO2|Industrial Processes|Chemicals;Mt CO2/yr;Emi|CO2|Industrial Processes|Industry|Chemicals;Mt CO2/yr;;;;CO2 emissions from industrial processes from chemicals;R
171;2;emissions (CO2);Emissions|CO2|Industrial Processes|Pulp and Paper;Mt CO2/yr;;;;;;CO2 emissions from industrial processes from pulp and paper;
172;2;emissions (CO2);Emissions|CO2|Industrial Processes|Other Sector;Mt CO2/yr;;;;;;CO2 emissions from industrial processes from other sectors;
173;1;emissions (CO2);Emissions|CO2|Energy;Mt CO2/yr;Emi|CO2|w/ Bunkers|Energy;Mt CO2/yr;;;;Fossil CO2 emissions from energy use on supply and demand side (IPCC category 1A, 1B), net of negative emissions from Bioenergy with CCS (BECCS), including emissions from international bunkers;R
174;2;emissions (CO2);Gross Emissions|CO2|Energy;Mt CO2/yr;Emi|CO2|w/ Bunkers|Gross|Energy;Mt CO2/yr;;;;Gross Fossil CO2 emissions from energy use on supply and demand side (IPCC category 1A, 1B), not accounting for negative emissions from BECCS;R
175;1;emissions (CO2);Emissions|CO2|Energy and Industrial Processes;Mt CO2/yr;Emi|CO2|w/ Bunkers|Energy and Industrial Processes;Mt CO2/yr;;;;Fossil CO2 emissions from energy use on supply and demand side (IPCC category 1A, 1B) and from industrial processes (IPCC categories 2A, B, C, E), including emissions from international bunkers, net of negative emissions from Bioenergy with CCS (BECCS);R
176;1;emissions (CO2);Gross Emissions|CO2|Energy and Industrial Processes;Mt CO2/yr;Emi|CO2|w/ Bunkers|Gross|Energy and Industrial Processes;Mt CO2/yr;;;;Gross Fossil CO2 emissions from energy use on supply and demand side (IPCC category 1A, 1B) and from industrial processes (IPCC categories 2A, B, C, E), including emissions from international bunkers, not accounting for negative emissions from BECCS;R
